index,original_text,clean_text,sentiment,confidence,reasoning,keywords_detected,domain_relevance,quality_score,validation_issues,extraction_method,raw_response,timestamp
92,Jakarta Alami Penurunan Tanah Tercepat di Dunia https://t.co/SOiQ4cxLhF,jakarta alami penurunan tanah tercepat di dunia,NEGATIVE,0.95,"The tweet expresses a negative sentiment due to the alarming statement about Jakarta experiencing the fastest land subsidence in the world. This indicates concern and possibly fear about the severity of the issue, which aligns with the 'Kekhawatiran eksistensial Jakarta tenggelam' (existential fear of Jakarta sinking) in the negative sentiment category.","['penurunan tanah', 'tercepat di dunia']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses a negative sentiment due to the alarming statement about Jakarta experiencing the fastest land subsidence in the world. This indicates concern and possibly fear about the severity of the issue, which aligns with the 'Kekhawatiran eksistensial Jakarta tenggelam' (existential fear of Jakarta sinking) in the negative sentiment category."",
    ""keywords_detected"": [""penurunan tanah"", ""tercepat di dunia""],
    ""domain_relevance"": ""HIGH""
}",Mon Oct 21 05:38:34 +0000 2024
93,Masalah penurunan tanah di jakarta emang bukan masalah ya buat pembangunan MRT ini? Apalagi kan ada yang di bawah tanah,masalah penurunan tanah di jakarta emang bukan masalah ya buat pembangunan mrt ini apalagi kan ada yang di bawah tanah,NEUTRAL,0.95,"The tweet discusses the issue of land subsidence in Jakarta in relation to the construction of the MRT (Mass Rapid Transit). It mentions the problem without expressing a clear positive or negative sentiment. The language used is factual and informative, focusing on the coexistence of subsidence with ongoing infrastructure development, rather than conveying optimism, pessimism, or criticism.","['masalah penurunan tanah di jakarta', 'pembangunan mrt', 'ada yang di bawah tanah']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet discusses the issue of land subsidence in Jakarta in relation to the construction of the MRT (Mass Rapid Transit). It mentions the problem without expressing a clear positive or negative sentiment. The language used is factual and informative, focusing on the coexistence of subsidence with ongoing infrastructure development, rather than conveying optimism, pessimism, or criticism."",
    ""keywords_detected"": [""masalah penurunan tanah di jakarta"", ""pembangunan mrt"", ""ada yang di bawah tanah""],
    ""domain_relevance"": ""HIGH""
}",Fri Sep 20 05:27:26 +0000 2024
94,Jakarta Alami Penurunan Permukaan Tanah hingga 17 cm per Tahun https://t.co/tX0LfvEHpM,jakarta alami penurunan permukaan tanah hingga cm per tahun,NEUTRAL,0.95,"The tweet presents a factual statement about Jakarta's land subsidence without expressing a positive or negative sentiment. It simply informs about the annual sinking rate of Jakarta's land, which is measured in centimeters. There is no emotional tone, positive outlook, or criticism indicated, thus classifying it as neutral sentiment.","['alami', 'penurunan permukaan tanah', 'tahun']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet presents a factual statement about Jakarta's land subsidence without expressing a positive or negative sentiment. It simply informs about the annual sinking rate of Jakarta's land, which is measured in centimeters. There is no emotional tone, positive outlook, or criticism indicated, thus classifying it as neutral sentiment."",
    ""keywords_detected"": [""alami"", ""penurunan permukaan tanah"", ""tahun""],
    ""domain_relevance"": ""HIGH""
}",Thu Sep 19 09:00:04 +0000 2024
95,jakarta semarang dan wilayah utara jawa sepanjang pantura kena penurunan tanah tapi pasir pasir di indonesia malah buat memperluas tanah singapura. aduh memek.,jakarta semarang dan wilayah utara jawa sepanjang pantura kena penurunan tanah tapi pasir pasir di indonesia malah buat memperluas tanah singapura aduh memek,NEGATIVE,0.85,"The tweet expresses frustration and concern about Jakarta's land subsidence issue exacerbating the loss of Indonesian land to Singapore, indicated by the phrases 'penurunan tanah' (land subsidence), 'pasir pasir di indonesia' (sand in Indonesia), and 'memperluas tanah singapura' (expanding Singapore's land).","['penurunan tanah', 'pasir', 'Singapura']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses frustration and concern about Jakarta's land subsidence issue exacerbating the loss of Indonesian land to Singapore, indicated by the phrases 'penurunan tanah' (land subsidence), 'pasir pasir di indonesia' (sand in Indonesia), and 'memperluas tanah singapura' (expanding Singapore's land)."",
    ""keywords_detected"": [""penurunan tanah"", ""pasir"", ""Singapura""],
    ""domain_relevance"": ""HIGH""
}",Thu Sep 19 00:49:10 +0000 2024
96,@PartaiSocmed Air laut naik karena Reklamasi/pemanasan global? Atau penurunan tanah? https://t.co/1MUWvOlYdF,air laut naik karena reklamasipemanasan global atau penurunan tanah,NEUTRAL,0.95,"The tweet discusses the rise of sea levels due to global warming and land subsidence, presenting factual information without expressing a positive or negative sentiment. It informs about causes rather than emotions or opinions regarding Jakarta's subsidence issue.","['air laut naik', 'reklamasipemanasan global', 'penurunan tanah']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEUTRAL"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet discusses the rise of sea levels due to global warming and land subsidence, presenting factual information without expressing a positive or negative sentiment. It informs about causes rather than emotions or opinions regarding Jakarta's subsidence issue."",
    ""keywords_detected"": [""air laut naik"", ""reklamasipemanasan global"", ""penurunan tanah""],
    ""domain_relevance"": ""HIGH""
}",Wed Sep 18 09:34:56 +0000 2024
97,@mapedos01 Terus aja lanjut pembangunan biar Jakarta tanahnya jadi cekungan dan terjadi penurunan tanah,terus aja lanjut pembangunan biar jakarta tanahnya jadi cekungan dan terjadi penurunan tanah,NEGATIVE,0.95,"The tweet expresses concern about Jakarta's ongoing development leading to further land subsidence, indicating a negative sentiment. The phrase 'terus aja lanjut pembangunan' (keep on with development) suggests a critique, and 'cekungan' (sinkhole) and 'penurunan tanah' (land subsidence) are negative keywords related to the issue of Jakarta's land subsidence. This sentiment aligns with the negative category as it reflects pessimism about the current management strategies.","['pembangunan', 'cekungan', 'penurunan tanah']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses concern about Jakarta's ongoing development leading to further land subsidence, indicating a negative sentiment. The phrase 'terus aja lanjut pembangunan' (keep on with development) suggests a critique, and 'cekungan' (sinkhole) and 'penurunan tanah' (land subsidence) are negative keywords related to the issue of Jakarta's land subsidence. This sentiment aligns with the negative category as it reflects pessimism about the current management strategies."",
    ""keywords_detected"": [""pembangunan"", ""cekungan"", ""penurunan tanah""],
    ""domain_relevance"": ""HIGH""
}",Mon Sep 16 15:57:06 +0000 2024
98,Tim Penggerak (TP) Pemberdayaan Kesejahteraan Keluarga (PKK) menggelar kegiatan penguatan kader tingkat kota kecamatan dan kelurahan dalam percepatan penurunan stunting di Ruang Serbaguna Utama Kantor Wali Kota Jakarta Pusat Jalan Tanah Abang I Gambir Kamis (12/9). https://t.co/WrhAMdFj8d,tim penggerak tp pemberdayaan kesejahteraan keluarga pkk menggelar kegiatan penguatan kader tingkat kota kecamatan dan kelurahan dalam percepatan penurunan stunting di ruang serbaguna utama kantor wali kota jakarta pusat jalan tanah abang gambir kamis,POSITIVE,0.95,"The tweet discusses a community empowerment activity organized by activists to strengthen grassroots leaders in combating child stunting, specifically in Jakarta Central. The focus is on proactive measures within urban, subdistrict, and village contexts, indicating a constructive community effort. This aligns with the positive category, as it highlights community action and resilience rather than expressing concern or criticism about Jakarta's subsidence issue.","['penggerak', 'pemberdayaan', 'kesejahteraan', 'kader', 'percepatan', 'stunting']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet discusses a community empowerment activity organized by activists to strengthen grassroots leaders in combating child stunting, specifically in Jakarta Central. The focus is on proactive measures within urban, subdistrict, and village contexts, indicating a constructive community effort. This aligns with the positive category, as it highlights community action and resilience rather than expressing concern or criticism about Jakarta's subsidence issue."",
    ""keywords_detected"": [""penggerak"", ""pemberdayaan"", ""kesejahteraan"", ""kader"", ""percepatan"", ""stunting""],
    ""domain_relevance"": ""HIGH""
}",Thu Sep 12 08:43:07 +0000 2024
99,@__LOVE_AG4EVER dan urbanisasi yang tidak terkendali. Selain itu Jakarta terletak di pesisir yang rawan tenggelam akibat penurunan permukaan tanah dan perubahan iklim. Soekarno juga menginginkan ibu kota yang lebih mewakili karakter geografis dan kebangsaan Indonesia.,dan urbanisasi yang tidak terkendali selain itu jakarta terletak di pesisir yang rawan tenggelam akibat penurunan permukaan tanah dan perubahan iklim soekarno juga menginginkan ibu kota yang lebih mewakili karakter geografis dan kebangsaan indonesia,NEGATIVE,0.85,"The tweet expresses concern about Jakarta's vulnerability to land subsidence due to uncontrolled urbanization, which is situated in a coastal area prone to sinking because of lowering ground levels and climate change. This reflects a negative sentiment as it highlights the existential threat to Jakarta and the need for urgent action, aligning with the 'Kekhawatiran eksistensial Jakarta tenggelam' (Existential worries about Jakarta sinking) in the negative sentiment category.","['urbanization', 'vulnerable', 'coastal area', 'sinking', 'climate change']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses concern about Jakarta's vulnerability to land subsidence due to uncontrolled urbanization, which is situated in a coastal area prone to sinking because of lowering ground levels and climate change. This reflects a negative sentiment as it highlights the existential threat to Jakarta and the need for urgent action, aligning with the 'Kekhawatiran eksistensial Jakarta tenggelam' (Existential worries about Jakarta sinking) in the negative sentiment category."",
    ""keywords_detected"": [""urbanization"", ""vulnerable"", ""coastal area"", ""sinking"", ""climate change""],
    ""domain_relevance"": ""HIGH""
}",Wed Sep 11 12:46:19 +0000 2024
100,Jakrta mengalami penurunan permukaan tanah sebanyak 2 - 15 cm per tahun bahkan dalam 50 tahun terakhir mencapai 20 - 28 cm di beberapa lokasi. Penurunan tanah di Jakarta menjadi salah satu yang tercepat di dunia menurut LPEM BEM UI. Sedangkan faktor penyebabnya antara lain: https://t.co/R9jUctmnO5,jakrta mengalami penurunan permukaan tanah sebanyak cm per tahun bahkan dalam tahun terakhir mencapai cm di beberapa lokasi penurunan tanah di jakarta menjadi salah satu yang tercepat di dunia menurut lpem bem ui sedangkan faktor penyebabnya antara lain,NEGATIVE,0.85,"The tweet expresses concern over Jakarta's rapid land subsidence, mentioning that it's one of the fastest in the world, which indicates a negative sentiment due to the alarming nature of the issue.","['penurunan permukaan tanah', 'salah satu yang tercepat di dunia']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""NEGATIVE"",
    ""confidence"": 0.85,
    ""reasoning"": ""The tweet expresses concern over Jakarta's rapid land subsidence, mentioning that it's one of the fastest in the world, which indicates a negative sentiment due to the alarming nature of the issue."",
    ""keywords_detected"": [""penurunan permukaan tanah"", ""salah satu yang tercepat di dunia""],
    ""domain_relevance"": ""HIGH""
}",Sat Sep 07 10:51:25 +0000 2024
101,@dontcraycray @Xerozz272931 @Mardani_01st @kumparan Setau saya GSW di Jakarta itu diperlukan u/mengatasi kenaikan air laut sehingga jakarta nantinya tidak tenggelam krn dibawah air laut dan itu prioritas melihat penurunan tanah di jakarta yg cepat...klo GSW dibangun maka itu jg untuk kepentingan rakyat banyak...,setau saya gsw di jakarta itu diperlukan umengatasi kenaikan air laut sehingga jakarta nantinya tidak tenggelam krn dibawah air laut dan itu prioritas melihat penurunan tanah di jakarta yg cepatklo gsw dibangun maka itu jg untuk kepentingan rakyat banyak,POSITIVE,0.95,"The tweet expresses a positive sentiment due to the mention of proactive measures to combat rising sea levels to prevent Jakarta from sinking further. It also highlights the importance of addressing soil subsidence rapidly for the benefit of the public, indicating optimism towards solutions and government efforts.","['gsw (presumably refers to geospatial technology or solution)', 'kenaikan air laut (rise in sea level)', 'menantang (combating)', 'kepentingan rakyat (public benefit)']",HIGH,1.0,[],JSON,"{
    ""sentiment"": ""POSITIVE"",
    ""confidence"": 0.95,
    ""reasoning"": ""The tweet expresses a positive sentiment due to the mention of proactive measures to combat rising sea levels to prevent Jakarta from sinking further. It also highlights the importance of addressing soil subsidence rapidly for the benefit of the public, indicating optimism towards solutions and government efforts."",
    ""keywords_detected"": [""gsw (presumably refers to geospatial technology or solution)"", ""kenaikan air laut (rise in sea level)"", ""menantang (combating)"", ""kepentingan rakyat (public benefit)""],
    ""domain_relevance"": ""HIGH""
}",Wed Sep 04 02:50:41 +0000 2024
